mun,uf,regiao,porc_bf,dilma.vs.2014,pop.2011
ALTO ALEGRE DO MARANHAO,MA,Nordeste,77.6030,82.0142,24969
ALTO ALEGRE DO PINDARE,MA,Nordeste,62.4862,82.4324,31125
ALTO PARNAIBA,MA,Nordeste,59.1426,67.1608,10812
AMAPA DO MARANHAO,MA,Nordeste,84.2981,65.8886,6508
AMARANTE DO MARANHAO,MA,Nordeste,60.2901,70.5356,38451
ANAJATUBA,MA,Nordeste,79.5069,83.5265,25629
ANAPURUS,MA,Nordeste,80.4871,84.2751,14220
APICUM ACU,MA,Nordeste,80.3835,76.6492,15256
ARAGUANA,MA,Nordeste,71.5223,86.4331,11508
ARAIOSES,MA,Nordeste,76.9388,82.9742,43089
ARAME,MA,Nordeste,68.4514,69.3973,31835
ARARI,MA,Nordeste,67.8556,74.6979,28651
AXIXA,MA,Nordeste,80.5894,82.2093,11505
BACABAL,MA,Nordeste,54.8693,68.3991,100615
BACABEIRA,MA,Nordeste,76.7296,81.9281,15264
BACURI,MA,Nordeste,67.4822,76.5522,16687
BACURITUBA,MA,Nordeste,85.8984,80.3245,5341
BALSAS,MA,Nordeste,44.6821,57.4538,85322
BARAO DE GRAJAU,MA,Nordeste,64.0499,78.7959,17681
BARRA DO CORDA,MA,Nordeste,58.8915,69.3315,83454
BARREIRINHAS,MA,Nordeste,86.0958,83.2943,56123
BELAGUA,MA,Nordeste,102.1344,92.1282,6622
BELA VISTA DO MARANHAO,MA,Nordeste,77.5688,81.8075,12194
BENEDITO LEITE,MA,Nordeste,76.8147,75.7870,5483
BEQUIMAO,MA,Nordeste,66.0280,73.4580,20725
BERNARDO DO MEARIM,MA,Nordeste,67.4465,81.7124,6055
BOA VISTA DO GURUPI,MA,Nordeste,77.7655,75.1401,8166
BOM JARDIM,MA,Nordeste,64.0325,78.6292,39401
BOM JESUS DAS SELVAS,MA,Nordeste,80.7369,74.8752,29374
BOM LUGAR,MA,Nordeste,62.7273,80.3719,15071
BREJO,MA,Nordeste,87.5977,81.0891,33808
BREJO DE AREIA,MA,Nordeste,72.3705,74.6070,5265
BURITI,MA,Nordeste,82.0797,82.5687,27235
BURITI BRAVO,MA,Nordeste,66.3163,82.6954,23011
BURITICUPU,MA,Nordeste,53.6365,75.6829,66326
BURITIRANA,MA,Nordeste,66.0132,69.0981,14858
CACHOEIRA GRANDE,MA,Nordeste,91.6949,85.2222,8528
CAJAPIO,MA,Nordeste,90.3089,84.9372,10668
CAJARI,MA,Nordeste,92.9898,87.5212,18473
CAMPESTRE DO MARANHAO,MA,Nordeste,47.0722,79.6302,13511
CANDIDO MENDES,MA,Nordeste,83.5728,73.2360,19046
CANTANHEDE,MA,Nordeste,85.1899,82.4975,20667
CAPINZAL DO NORTE,MA,Nordeste,75.7292,68.8516,10710
CAROLINA,MA,Nordeste,54.4602,67.4759,23957
CARUTAPERA,MA,Nordeste,77.4901,71.2615,22266
CAXIAS,MA,Nordeste,56.1947,74.1785,156327
CEDRAL,MA,Nordeste,83.4809,80.2756,10336
CENTRAL DO MARANHAO,MA,Nordeste,79.7878,89.1275,8006
CENTRO DO GUILHERME,MA,Nordeste,75.4339,86.0202,11632
CENTRO NOVO DO MARANHAO,MA,Nordeste,83.0968,81.6758,19581
CHAPADINHA,MA,Nordeste,74.7039,78.4019,74274
CIDELANDIA,MA,Nordeste,59.3172,72.6474,13825
CODO,MA,Nordeste,70.0179,71.6213,118568
COELHO NETO,MA,Nordeste,73.1192,78.0873,47099
COLINAS,MA,Nordeste,73.9694,82.2434,39388
CONCEICAO DO LAGO ACU,MA,Nordeste,87.9305,79.7500,14718
COROATA,MA,Nordeste,71.2035,76.8772,62190
CURURUPU,MA,Nordeste,72.1372,80.9964,32568
DAVINOPOLIS,MA,Nordeste,59.4334,65.2108,12603
DOM PEDRO,MA,Nordeste,62.2824,70.8183,22737
DUQUE BACELAR,MA,Nordeste,86.7142,82.2313,10744
ESPERANTINOPOLIS,MA,Nordeste,75.3536,82.2485,17917
ESTREITO,MA,Nordeste,47.9648,59.3249,36826
FEIRA NOVA DO MARANHAO,MA,Nordeste,74.6855,62.7821,8171
FERNANDO FALCAO,MA,Nordeste,97.6077,77.8252,9415
FORMOSA DA SERRA NEGRA,MA,Nordeste,76.2371,67.3969,17464
FORTALEZA DOS NOGUEIRAS,MA,Nordeste,70.6667,70.7243,12271
FORTUNA,MA,Nordeste,68.5940,81.7630,15137
GODOFREDO VIANA,MA,Nordeste,72.1034,73.8338,10523
GONCALVES DIAS,MA,Nordeste,71.5946,81.5582,17514
GOVERNADOR ARCHER,MA,Nordeste,74.6217,78.1909,10290
GOVERNADOR EDISON LOBAO,MA,Nordeste,55.5241,61.4107,16280
GOVERNADOR EUGENIO BARROS,MA,Nordeste,68.5303,82.3915,16096
GOVERNADOR LUIZ ROCHA,MA,Nordeste,56.8710,74.5539,7401
GOVERNADOR NEWTON BELLO,MA,Nordeste,71.9732,79.6631,10205
GOVERNADOR NUNES FREIRE,MA,Nordeste,77.7816,78.7598,25362
GRACA ARANHA,MA,Nordeste,70.0824,82.7551,6145
GRAJAU,MA,Nordeste,64.3576,66.7479,63203
GUIMARAES,MA,Nordeste,76.2477,83.2730,12039
HUMBERTO DE CAMPOS,MA,Nordeste,87.0167,79.8626,26567
ICATU,MA,Nordeste,84.9030,84.1844,25426
IGARAPE DO MEIO,MA,Nordeste,79.3835,84.3410,12806
IGARAPE GRANDE,MA,Nordeste,64.9737,77.7539,11167
IMPERATRIZ,MA,Nordeste,24.5037,43.2360,248806
ITAIPAVA DO GRAJAU,MA,Nordeste,81.3720,81.3978,12337
ITAPECURU MIRIM,MA,Nordeste,48.2073,74.1628,63024
ITINGA DO MARANHAO,MA,Nordeste,58.0363,56.8704,24997
JATOBA,MA,Nordeste,78.6717,84.7345,8793
JENIPAPO DOS VIEIRAS,MA,Nordeste,75.8659,74.7377,15589
JOAO LISBOA,MA,Nordeste,62.3403,65.0614,23641
JOSELANDIA,MA,Nordeste,76.8209,80.5295,15626
JUNCO DO MARANHAO,MA,Nordeste,92.2921,80.8919,3904
LAGO DA PEDRA,MA,Nordeste,71.5023,64.8873,46701
LAGO DO JUNCO,MA,Nordeste,74.6240,79.0123,10798
LAGO VERDE,MA,Nordeste,83.6048,83.0659,15520
LAGOA DO MATO,MA,Nordeste,71.6841,83.4747,10922
LAGO DOS RODRIGUES,MA,Nordeste,65.4051,77.6712,7769
LAGOA GRANDE DO MARANHAO,MA,Nordeste,85.7321,82.6961,12879
LAJEADO NOVO,MA,Nordeste,72.6379,64.8893,7016
LIMA CAMPOS,MA,Nordeste,60.7905,63.3241,11475
LORETO,MA,Nordeste,75.6554,78.7530,11495
LUIS DOMINGUES,MA,Nordeste,80.2773,67.1145,6571
MAGALHAES DE ALMEIDA,MA,Nordeste,60.2868,69.3542,17938
MARACACUME,MA,Nordeste,71.8004,73.2162,19566
MARAJA DO SENA,MA,Nordeste,88.1751,82.5705,7772
MARANHAOZINHO,MA,Nordeste,69.6284,83.1191,14118
MATA ROMA,MA,Nordeste,88.2386,82.6472,15408
MATINHA,MA,Nordeste,93.8307,81.7752,22089
MATOES,MA,Nordeste,76.4063,83.9608,31307
MATOES DO NORTE,MA,Nordeste,84.1044,86.1072,14283
MILAGRES DO MARANHAO,MA,Nordeste,84.9361,85.1862,8157
MIRADOR,MA,Nordeste,72.3708,83.3909,20495
MIRANDA DO NORTE,MA,Nordeste,70.5871,74.7002,25065
MIRINZAL,MA,Nordeste,73.3221,78.9045,14312
MONCAO,MA,Nordeste,77.5191,84.8518,32157
MONTES ALTOS,MA,Nordeste,72.9481,60.7510,9342
MORROS,MA,Nordeste,84.5175,82.3356,18028
NINA RODRIGUES,MA,Nordeste,80.6299,81.7373,12785
NOVA COLINAS,MA,Nordeste,61.1111,69.7482,4961
NOVA IORQUE,MA,Nordeste,67.4399,81.0500,4594
NOVA OLINDA DO MARANHAO,MA,Nordeste,66.3425,81.6145,19401
OLHO D AGUA DAS CUNHAS,MA,Nordeste,75.5148,84.1855,18711
OLINDA NOVA DO MARANHAO,MA,Nordeste,86.0080,85.4255,13416
PACO DO LUMIAR,MA,Nordeste,43.7671,59.3161,107764
PALMEIRANDIA,MA,Nordeste,90.5397,86.4624,18896
PARAIBANO,MA,Nordeste,71.3124,80.0255,20276
PARNARAMA,MA,Nordeste,67.6767,82.6758,34791
PASSAGEM FRANCA,MA,Nordeste,75.0438,78.1297,17773
PASTOS BONS,MA,Nordeste,75.8746,77.5922,18268
PAULINO NEVES,MA,Nordeste,88.8927,83.2378,14749
PAULO RAMOS,MA,Nordeste,77.5253,79.3995,20396
PEDREIRAS,MA,Nordeste,49.5911,64.3975,39419
PEDRO DO ROSARIO,MA,Nordeste,89.4826,86.4266,23099
PENALVA,MA,Nordeste,78.1302,87.5831,34717
PERI MIRIM,MA,Nordeste,77.2651,80.5274,13844
PERITORO,MA,Nordeste,75.7288,86.7088,21498
PINDARE MIRIM,MA,Nordeste,56.7965,79.8748,31384
PINHEIRO,MA,Nordeste,63.7632,67.0958,78876
PIO XII,MA,Nordeste,76.4226,82.5605,21860
PIRAPEMAS,MA,Nordeste,81.9928,85.5038,17555
POCAO DE PEDRAS,MA,Nordeste,73.9680,76.7599,19592
PORTO FRANCO,MA,Nordeste,46.2002,53.4947,21890
PORTO RICO DO MARANHAO,MA,Nordeste,75.7051,70.0805,6004
PRESIDENTE DUTRA,MA,Nordeste,48.4472,70.2909,45155
PRESIDENTE JUSCELINO,MA,Nordeste,92.3262,86.8259,11722
PRESIDENTE MEDICI,MA,Nordeste,70.2648,79.5455,6471
PRESIDENTE SARNEY,MA,Nordeste,83.2876,82.9102,17430
PRESIDENTE VARGAS,MA,Nordeste,76.7423,83.1491,10843
PRIMEIRA CRUZ,MA,Nordeste,76.9876,85.4715,14158
RAPOSA,MA,Nordeste,68.0098,71.3809,27037
RIACHAO,MA,Nordeste,68.9407,74.1681,20150
RIBAMAR FIQUENE,MA,Nordeste,66.7194,68.0503,7382
ROSARIO,MA,Nordeste,65.6832,78.2956,40030
SAMBAIBA,MA,Nordeste,70.0511,72.9780,5505
SANTA FILOMENA DO MARANHAO,MA,Nordeste,75.6849,79.5208,7155
SANTA HELENA,MA,Nordeste,74.8184,71.9125,39744
SANTA INES,MA,Nordeste,48.8747,69.3516,78020
SANTA LUZIA,MA,Nordeste,66.8214,80.6459,74501
SANTA LUZIA DO PARUA,MA,Nordeste,62.0484,79.4805,22843
SANTA QUITERIA DO MARANHAO,MA,Nordeste,86.1705,85.0163,29460
SANTA RITA,MA,Nordeste,70.6655,78.5007,33117
SANTANA DO MARANHAO,MA,Nordeste,76.1044,77.3839,11937
SANTO AMARO DO MARANHAO,MA,Nordeste,88.1017,83.6310,14143
SANTO ANTONIO DOS LOPES,MA,Nordeste,75.8082,70.8490,14291
SAO BENEDITO DO RIO PRETO,MA,Nordeste,87.1651,87.0716,17904
SAO BENTO,MA,Nordeste,81.0637,82.2867,41421
SAO BERNARDO,MA,Nordeste,74.5614,75.3594,26765
SAO DOMINGOS DO AZEITAO,MA,Nordeste,80.7624,85.6030,7037
SAO DOMINGOS DO MARANHAO,MA,Nordeste,69.0997,71.6820,33650
SAO FELIX DE BALSAS,MA,Nordeste,75.9076,81.8033,4669
SAO FRANCISCO DO BREJAO,MA,Nordeste,49.9066,61.9294,10507
SAO FRANCISCO DO MARANHAO,MA,Nordeste,79.3124,84.8071,11908
SAO JOAO BATISTA,MA,Nordeste,91.4478,86.2223,19997
SAO JOAO DO CARU,MA,Nordeste,86.7382,77.0101,15649
SAO JOAO DO PARAISO,MA,Nordeste,65.1357,66.7455,10849
SAO JOAO DO SOTER,MA,Nordeste,77.1362,90.1157,17423
SAO JOAO DOS PATOS,MA,Nordeste,50.3351,67.2484,24927
SAO JOSE DE RIBAMAR,MA,Nordeste,48.5316,65.5864,165418
SAO JOSE DOS BASILIOS,MA,Nordeste,82.0664,87.7798,7501
SAO LUIS,MA,Nordeste,31.2544,49.5377,1027430
SAO LUIS GONZAGA DO MARANHAO,MA,Nordeste,80.8148,86.4253,19952
SAO MATEUS DO MARANHAO,MA,Nordeste,67.9743,76.0410,39418
SAO PEDRO DA AGUA BRANCA,MA,Nordeste,66.7663,74.4817,12113
SAO PEDRO DOS CRENTES,MA,Nordeste,65.6109,44.9744,4456
SAO RAIMUNDO DAS MANGABEIRAS,MA,Nordeste,63.6097,68.2873,17674
SAO RAIMUNDO DO DOCA BEZERRA,MA,Nordeste,87.8940,82.1498,5921
SAO ROBERTO,MA,Nordeste,89.5897,84.4250,6077
SAO VICENTE FERRER,MA,Nordeste,85.0087,84.9931,21052
SATUBINHA,MA,Nordeste,73.2078,81.9488,12301
SENADOR ALEXANDRE COSTA,MA,Nordeste,77.3731,78.8416,10386
SENADOR LA ROCQUE,MA,Nordeste,64.5603,74.1892,14550
SERRANO DO MARANHAO,MA,Nordeste,93.7865,90.2518,11080
SITIO NOVO,MA,Nordeste,80.0195,68.4518,17147
SUCUPIRA DO NORTE,MA,Nordeste,75.8519,83.8415,10450
SUCUPIRA DO RIACHAO,MA,Nordeste,73.8449,79.9698,5437
TASSO FRAGOSO,MA,Nordeste,64.8244,64.4277,7904
TIMBIRAS,MA,Nordeste,84.8188,85.3941,28120
TIMON,MA,Nordeste,52.3748,70.1838,157438
TRIZIDELA DO VALE,MA,Nordeste,65.8957,67.6871,19149
TUFILANDIA,MA,Nordeste,79.1697,86.5532,5624
TUNTUM,MA,Nordeste,56.9347,66.5807,39560
TURIACU,MA,Nordeste,84.8676,80.3134,34136
TURILANDIA,MA,Nordeste,84.9568,80.7762,23277
TUTOIA,MA,Nordeste,74.5655,68.5578,53724
URBANO SANTOS,MA,Nordeste,87.1109,86.3035,25108
VARGEM GRANDE,MA,Nordeste,72.1071,78.8697,50541
VIANA,MA,Nordeste,73.4833,74.8079,49883
VILA NOVA DOS MARTIRIOS,MA,Nordeste,37.3904,67.5788,11608
VITORIA DO MEARIM,MA,Nordeste,71.3794,73.1463,31406
VITORINO FREIRE,MA,Nordeste,72.7770,72.0024,31684
ZE DOCA,MA,Nordeste,69.1952,79.5958,51615
ACAUA,PI,Nordeste,75.3863,85.4229,6795
AGRICOLANDIA,PI,Nordeste,63.7312,78.5694,5080
AGUA BRANCA,PI,Nordeste,51.4927,69.3426,16600
ALAGOINHA DO PIAUI,PI,Nordeste,71.9807,82.7435,7378
ALEGRETE DO PIAUI,PI,Nordeste,59.3414,78.4258,5163
ALTO LONGA,PI,Nordeste,64.2281,74.1621,13735
ALTOS,PI,Nordeste,50.2314,76.4891,39031
ALVORADA DO GURGUEIA,PI,Nordeste,77.1848,87.9286,5115
AMARANTE,PI,Nordeste,60.7282,79.6010,17155
ANGICAL DO PIAUI,PI,Nordeste,60.5491,72.7731,6664
ANISIO DE ABREU,PI,Nordeste,66.9918,79.4074,9244
ANTONIO ALMEIDA,PI,Nordeste,52.9412,56.5443,3054
AROAZES,PI,Nordeste,66.6460,84.9974,5761
AROEIRAS DO ITAIM,PI,Nordeste,76.2332,86.0734,2441
ARRAIAL,PI,Nordeste,72.2400,82.9463,4672
ASSUNCAO DO PIAUI,PI,Nordeste,81.6208,76.2805,7547
AVELINO LOPES,PI,Nordeste,78.4124,78.9361,11164
BAIXA GRANDE DO RIBEIRO,PI,Nordeste,71.4683,78.4636,10727
BARRA D ALCANTARA,PI,Nordeste,72.6423,71.3445,3855
BARRAS,PI,Nordeste,69.6241,73.5240,45154
BARREIRAS DO PIAUI,PI,Nordeste,66.4573,69.0524,3245
BARRO DURO,PI,Nordeste,55.9479,68.2437,6594
BATALHA,PI,Nordeste,74.0853,68.4659,25901
BELA VISTA DO PIAUI,PI,Nordeste,74.3590,90.6715,3817
BELEM DO PIAUI,PI,Nordeste,81.6720,84.1509,3337
BENEDITINOS,PI,Nordeste,68.9668,77.6629,9927
BERTOLINIA,PI,Nordeste,57.4074,82.2096,5335
BETANIA DO PIAUI,PI,Nordeste,85.0538,86.2204,6029
BOA HORA,PI,Nordeste,76.0526,75.7187,6383
BOCAINA,PI,Nordeste,52.5669,69.0913,4382
BOM JESUS,PI,Nordeste,52.6692,65.5500,23144
BOM PRINCIPIO DO PIAUI,PI,Nordeste,78.9866,75.6068,5357
BONFIM DO PIAUI,PI,Nordeste,63.7022,88.3390,5433
BOQUEIRAO DO PIAUI,PI,Nordeste,63.5856,83.0957,6242
BRASILEIRA,PI,Nordeste,59.6233,79.2561,8013
BREJO DO PIAUI,PI,Nordeste,76.5625,89.2413,3786
BURITI DOS LOPES,PI,Nordeste,70.2369,74.3408,19144
BURITI DOS MONTES,PI,Nordeste,74.7082,80.3922,8027
CABECEIRAS DO PIAUI,PI,Nordeste,72.4138,83.3935,10038
CAJAZEIRAS DO PIAUI,PI,Nordeste,62.3656,88.6094,3379
CAJUEIRO DA PRAIA,PI,Nordeste,60.6927,77.4645,7243
CALDEIRAO GRANDE DO PIAUI,PI,Nordeste,70.6684,78.9051,5686
CAMPINAS DO PIAUI,PI,Nordeste,72.5777,88.0060,5429
CAMPO ALEGRE DO FIDALGO,PI,Nordeste,80.9221,89.6673,4755
CAMPO GRANDE DO PIAUI,PI,Nordeste,64.4900,79.5819,5649
CAMPO LARGO DO PIAUI,PI,Nordeste,88.0048,81.5667,6885
CAMPO MAIOR,PI,Nordeste,51.4100,68.6502,45338
CANAVIEIRA,PI,Nordeste,67.8604,81.0307,3907
CANTO DO BURITI,PI,Nordeste,64.7593,77.1298,20201
CAPITAO DE CAMPOS,PI,Nordeste,68.2432,74.2649,11024
CAPITAO GERVASIO OLIVEIRA,PI,Nordeste,78.4965,91.2858,3913
CARACOL,PI,Nordeste,78.6379,77.9686,10332
CARAUBAS DO PIAUI,PI,Nordeste,81.0048,65.4534,5580
CARIDADE DO PIAUI,PI,Nordeste,80.9720,84.4190,4871
CASTELO DO PIAUI,PI,Nordeste,62.9433,71.6388,18336
CAXINGO,PI,Nordeste,71.8232,73.9532,5108
COCAL,PI,Nordeste,77.7579,75.3577,26923
COCAL DE TELHA,PI,Nordeste,66.4157,84.0909,4547
COCAL DOS ALVES,PI,Nordeste,78.9068,79.5783,5605
COIVARAS,PI,Nordeste,75.2709,68.1900,3842
COLONIA DO GURGUEIA,PI,Nordeste,64.5009,83.4735,6115
COLONIA DO PIAUI,PI,Nordeste,69.1924,86.1055,7447
CONCEICAO DO CANINDE,PI,Nordeste,69.7966,80.2723,4486
CORONEL JOSE DIAS,PI,Nordeste,73.4894,87.9774,4551
CORRENTE,PI,Nordeste,57.9160,76.2157,25575
CRISTALANDIA DO PIAUI,PI,Nordeste,69.8957,84.3175,7904
CRISTINO CASTRO,PI,Nordeste,63.5048,79.8471,10036
CURIMATA,PI,Nordeste,66.6780,75.6350,10857
CURRAIS,PI,Nordeste,79.3988,82.8652,4741
CURRALINHOS,PI,Nordeste,69.1470,81.8856,4225
CURRAL NOVO DO PIAUI,PI,Nordeste,85.7264,86.9723,4931
DEMERVAL LOBAO,PI,Nordeste,57.6629,76.0125,13339
DIRCEU ARCOVERDE,PI,Nordeste,64.4695,85.7548,6722
DOM EXPEDITO LOPES,PI,Nordeste,61.1863,78.4549,6617
DOMINGOS MOURAO,PI,Nordeste,73.4361,83.5453,4263
DOM INOCENCIO,PI,Nordeste,78.8815,88.5759,9271
ELESBAO VELOSO,PI,Nordeste,59.5513,76.9615,14452
ELISEU MARTINS,PI,Nordeste,57.6488,71.8489,4702
ESPERANTINA,PI,Nordeste,60.1760,70.2734,38049
FARTURA DO PIAUI,PI,Nordeste,74.0152,85.4962,5104
FLORES DO PIAUI,PI,Nordeste,72.1538,80.7011,4366
FLORESTA DO PIAUI,PI,Nordeste,67.9245,74.5368,2488
FLORIANO,PI,Nordeste,33.5379,69.4562,57928
FRANCINOPOLIS,PI,Nordeste,62.5979,77.1048,5234
FRANCISCO AYRES,PI,Nordeste,56.0091,78.7547,4419
FRANCISCO MACEDO,PI,Nordeste,61.9593,85.1463,2921
FRANCISCO SANTOS,PI,Nordeste,54.4538,76.2430,8727
FRONTEIRAS,PI,Nordeste,56.7638,79.3017,11202
GEMINIANO,PI,Nordeste,75.2558,85.5403,5194
GILBUES,PI,Nordeste,71.6190,75.2748,10416
GUADALUPE,PI,Nordeste,45.1846,64.3244,10268
GUARIBAS,PI,Nordeste,83.6754,89.9093,4417
HUGO NAPOLEAO,PI,Nordeste,66.2651,79.6460,3777
ILHA GRANDE,PI,Nordeste,76.3636,76.2690,8993
INHUMA,PI,Nordeste,68.5790,78.3781,14878
IPIRANGA DO PIAUI,PI,Nordeste,65.1681,83.4919,9397
ISAIAS COELHO,PI,Nordeste,81.1475,84.5565,8265
ITAINOPOLIS,PI,Nordeste,66.1457,84.7638,11165
ITAUEIRA,PI,Nordeste,57.9406,80.8270,10704
JACOBINA DO PIAUI,PI,Nordeste,80.3135,86.7153,5696
JAICOS,PI,Nordeste,69.7707,77.9344,18202
JARDIM DO MULATO,PI,Nordeste,76.1750,78.9899,4334
JATOBA DO PIAUI,PI,Nordeste,67.6674,80.0767,4683
JERUMENHA,PI,Nordeste,62.6115,81.2775,4381
JOAO COSTA,PI,Nordeste,77.5460,88.9846,2956
JOAQUIM PIRES,PI,Nordeste,77.6964,71.4645,13874
JOCA MARQUES,PI,Nordeste,87.4408,80.1631,5158
JOSE DE FREITAS,PI,Nordeste,65.9076,81.7307,37410
JUAZEIRO DO PIAUI,PI,Nordeste,75.7329,78.2887,4775
JULIO BORGES,PI,Nordeste,75.1288,89.0844,5407
JUREMA,PI,Nordeste,80.4762,81.4690,4554
LAGOINHA DO PIAUI,PI,Nordeste,64.3871,78.0702,2689
LAGOA ALEGRE,PI,Nordeste,72.3187,82.3963,8097
LAGOA DO BARRO DO PIAUI,PI,Nordeste,85.2107,85.4987,4529
LAGOA DE SAO FRANCISCO,PI,Nordeste,66.3456,74.2093,6471
LAGOA DO PIAUI,PI,Nordeste,68.2674,75.2394,3892
LAGOA DO SITIO,PI,Nordeste,75.9754,81.9802,4905
LANDRI SALES,PI,Nordeste,64.5079,68.4575,5255
LUIS CORREIA,PI,Nordeste,75.3541,75.2400,28725
LUZILANDIA,PI,Nordeste,71.1121,72.1984,24774
MADEIRO,PI,Nordeste,86.0427,78.9188,7897
MANOEL EMIDIO,PI,Nordeste,62.9230,74.2941,5218
MARCOLANDIA,PI,Nordeste,65.3654,73.3715,7938
MARCOS PARENTE,PI,Nordeste,56.8362,64.3094,4455
MASSAPE DO PIAUI,PI,Nordeste,78.6805,83.6207,6240
MATIAS OLIMPIO,PI,Nordeste,78.2900,75.5172,10531
MIGUEL ALVES,PI,Nordeste,79.3686,79.9720,32477
MIGUEL LEAO,PI,Nordeste,68.0851,67.3307,1245
MILTON BRANDAO,PI,Nordeste,68.8084,81.2433,6759
MONSENHOR GIL,PI,Nordeste,64.6461,76.7439,10335
MONSENHOR HIPOLITO,PI,Nordeste,63.1308,74.9789,7440
MONTE ALEGRE DO PIAUI,PI,Nordeste,72.0461,78.9877,10354
MORRO CABECA NO TEMPO,PI,Nordeste,86.9654,84.5435,4061
MORRO DO CHAPEU DO PIAUI,PI,Nordeste,74.0896,70.7047,6537
MURICI DOS PORTELAS,PI,Nordeste,69.7292,76.5826,8591
NAZARE DO PIAUI,PI,Nordeste,66.4919,86.4186,7284
NAZARIA,PI,Nordeste,69.0975,76.6045,8149
NOSSA SENHORA DE NAZARE,PI,Nordeste,70.5118,83.9281,4610
NOSSA SENHORA DOS REMEDIOS,PI,Nordeste,83.9147,74.0081,8283
NOVO ORIENTE DO PIAUI,PI,Nordeste,61.1886,86.0743,6478
NOVO SANTO ANTONIO,PI,Nordeste,72.1796,82.5602,3295
OEIRAS,PI,Nordeste,55.5705,74.4432,35788
OLHO D AGUA DO PIAUI,PI,Nordeste,67.3280,82.5859,2653
PADRE MARCOS,PI,Nordeste,72.4963,74.5147,6673
PAES LANDIM,PI,Nordeste,73.4013,70.5995,4054
PAJEU DO PIAUI,PI,Nordeste,62.2935,75.2339,3399
PALMEIRA DO PIAUI,PI,Nordeste,72.5191,68.8875,4978
PALMEIRAIS,PI,Nordeste,79.6336,81.4939,13868
PAQUETA,PI,Nordeste,75.5993,86.6863,3908
PARNAGUA,PI,Nordeste,77.1475,83.3961,10348
PARNAIBA,PI,Nordeste,31.6066,57.8991,146736
PASSAGEM FRANCA DO PIAUI,PI,Nordeste,75.8094,81.8430,4573
PATOS DO PIAUI,PI,Nordeste,66.4294,72.9933,6142
PAU D ARCO DO PIAUI,PI,Nordeste,81.4743,83.6464,3809
PAULISTANA,PI,Nordeste,66.9197,80.3465,19867
PAVUSSU,PI,Nordeste,75.4253,88.3056,3646
PEDRO II,PI,Nordeste,73.6374,66.3402,37596
PEDRO LAURENTINO,PI,Nordeste,82.4427,77.6539,2427
NOVA SANTA RITA,PI,Nordeste,81.5141,88.2309,4211
PICOS,PI,Nordeste,38.3118,71.9904,74967
PIMENTEIRAS,PI,Nordeste,68.0590,80.0539,11766
PIO IX,PI,Nordeste,74.5206,83.8839,17761
PIRACURUCA,PI,Nordeste,66.5761,73.5915,27766
PIRIPIRI,PI,Nordeste,47.8870,71.4356,61963
PORTO,PI,Nordeste,78.8641,76.4061,11999
PORTO ALEGRE DO PIAUI,PI,Nordeste,66.7660,51.8571,2583
PRATA DO PIAUI,PI,Nordeste,73.1680,80.2969,3083
QUEIMADA NOVA,PI,Nordeste,79.6896,84.9356,8617
REDENCAO DO GURGUEIA,PI,Nordeste,73.6816,70.0815,8448
REGENERACAO,PI,Nordeste,65.8561,81.4530,17563
RIACHO FRIO,PI,Nordeste,85.5486,84.2999,4235
RIBEIRA DO PIAUI,PI,Nordeste,80.8896,89.0566,4293
RIBEIRO GONCALVES,PI,Nordeste,70.7674,73.5270,6932
RIO GRANDE DO PIAUI,PI,Nordeste,68.0279,82.1723,6278
SANTA CRUZ DO PIAUI,PI,Nordeste,61.3690,79.6422,6047
SANTA CRUZ DOS MILAGRES,PI,Nordeste,57.2927,76.5984,3830
SANTA FILOMENA,PI,Nordeste,62.3283,76.7092,6101
SANTA LUZ,PI,Nordeste,73.8714,77.1575,5570
SANTANA DO PIAUI,PI,Nordeste,51.0578,83.8523,4468
SANTA ROSA DO PIAUI,PI,Nordeste,64.3411,66.4797,5147
SANTO ANTONIO DE LISBOA,PI,Nordeste,52.8716,73.5034,6073
SANTO ANTONIO DOS MILAGRES,PI,Nordeste,50.4708,80.9166,2074
SANTO INACIO DO PIAUI,PI,Nordeste,65.5417,63.6167,3664
SAO BRAZ DO PIAUI,PI,Nordeste,64.6341,85.8470,4323
SAO FELIX DO PIAUI,PI,Nordeste,56.0209,67.7742,3044
SAO FRANCISCO DE ASSIS DO PIAUI,PI,Nordeste,86.6622,78.8541,5628
SAO FRANCISCO DO PIAUI,PI,Nordeste,67.3109,75.9273,6294
SAO GONCALO DO GURGUEIA,PI,Nordeste,75.4508,59.9468,2864
SAO GONCALO DO PIAUI,PI,Nordeste,65.9447,65.7951,4793
SAO JOAO DA CANABRAVA,PI,Nordeste,65.1163,81.6525,4461
SAO JOAO DA FRONTEIRA,PI,Nordeste,68.5639,70.7544,5664
SAO JOAO DA SERRA,PI,Nordeste,66.2185,69.5732,6118
SAO JOAO DA VARJOTA,PI,Nordeste,63.8955,82.0803,4673
SAO JOAO DO ARRAIAL,PI,Nordeste,83.9397,66.6890,7459
SAO JOAO DO PIAUI,PI,Nordeste,58.7204,74.9747,19703
SAO JOSE DO DIVINO,PI,Nordeste,73.5209,76.1137,5169
SAO JOSE DO PEIXE,PI,Nordeste,71.7514,84.1292,3691
SAO JOSE DO PIAUI,PI,Nordeste,58.4974,86.1312,6583
SAO JULIAO,PI,Nordeste,57.4063,71.9329,5697
